cityLabel,population,countryCode,country
São José dos Pinhais,317476,BR,http://www.wikidata.org/entity/Q155
Port Moresby,317374,PG,http://www.wikidata.org/entity/Q691
Ponta Grossa,317339,BR,http://www.wikidata.org/entity/Q155
Kira Town,317157,UG,http://www.wikidata.org/entity/Q1036
Mannheim,316877,DE,http://www.wikidata.org/entity/Q183
Puerto Princesa,316384,PH,http://www.wikidata.org/entity/Q928
Naha,316048,JP,http://www.wikidata.org/entity/Q17
Vitória da Conquista,315884,BR,http://www.wikidata.org/entity/Q155
Thrissur,315596,IN,http://www.wikidata.org/entity/Q668
Bari,315473,IT,http://www.wikidata.org/entity/Q38
Uberaba,315360,BR,http://www.wikidata.org/entity/Q155
Bor,315351,SS,http://www.wikidata.org/entity/Q958
Cà Mau,315270,VN,http://www.wikidata.org/entity/Q881
Riverside,314998,US,http://www.wikidata.org/entity/Q30
Caruaru,314912,BR,http://www.wikidata.org/entity/Q155
Ponta Grossa,314681,BR,http://www.wikidata.org/entity/Q155
Várzea Grande,314627,BR,http://www.wikidata.org/entity/Q155
Kasur,314617,PK,http://www.wikidata.org/entity/Q843
Ponta Grossa,314527,BR,http://www.wikidata.org/entity/Q155
Bardhaman,314265,IN,http://www.wikidata.org/entity/Q668
Vitória da Conquista,313898,BR,http://www.wikidata.org/entity/Q155
Ado Ekiti,313690,NG,http://www.wikidata.org/entity/Q1033
Volzhsky,313034,RU,http://www.wikidata.org/entity/Q159
Jiayuguan City,312663,CN,http://www.wikidata.org/entity/Q148
San Salvador de Jujuy,312446,AR,http://www.wikidata.org/entity/Q414
Jhelum,312426,PK,http://www.wikidata.org/entity/Q843
Gqeberha,312392,ZA,http://www.wikidata.org/entity/Q258
Warri,311970,NG,http://www.wikidata.org/entity/Q1033
Yakutsk,311760,RU,http://www.wikidata.org/entity/Q159
Ponta Grossa,311611,BR,http://www.wikidata.org/entity/Q155
Catania,311584,IT,http://www.wikidata.org/entity/Q38
Newark,311549,US,http://www.wikidata.org/entity/Q30
Saint Paul,311527,US,http://www.wikidata.org/entity/Q30
Santiago del Estero,311487,AR,http://www.wikidata.org/entity/Q414
Guarujá,311230,BR,http://www.wikidata.org/entity/Q155
Nizamabad,311152,IN,http://www.wikidata.org/entity/Q668
Ponta Grossa,311106,BR,http://www.wikidata.org/entity/Q155
Saransk,310898,RU,http://www.wikidata.org/entity/Q159
Ha'il,310897,SA,http://www.wikidata.org/entity/Q851
Purnia,310817,IN,http://www.wikidata.org/entity/Q668
Limeira,310783,BR,http://www.wikidata.org/entity/Q155
Smolensk,310460,RU,http://www.wikidata.org/entity/Q159
Yokkaichi,310263,JP,http://www.wikidata.org/entity/Q17
Montpellier,310240,FR,http://www.wikidata.org/entity/Q142
Santa Ana,310227,US,http://www.wikidata.org/entity/Q30
Vitória da Conquista,310129,BR,http://www.wikidata.org/entity/Q155
Karlsruhe,309964,DE,http://www.wikidata.org/entity/Q183
Sari,309820,IR,http://www.wikidata.org/entity/Q794
Makati,309770,PH,http://www.wikidata.org/entity/Q928
Thessaloniki,309617,GR,http://www.wikidata.org/entity/Q41
Cincinnati,309317,US,http://www.wikidata.org/entity/Q30
Camaçari,309208,BR,http://www.wikidata.org/entity/Q155
Tabora,308741,TZ,http://www.wikidata.org/entity/Q924
Limeira,308482,BR,http://www.wikidata.org/entity/Q155
Santarém,308339,BR,http://www.wikidata.org/entity/Q155
Vitória da Conquista,308204,BR,http://www.wikidata.org/entity/Q155
Nakuru,307990,KE,http://www.wikidata.org/entity/Q114
Sariwon,307764,KP,http://www.wikidata.org/entity/Q423
Irvine,307670,US,http://www.wikidata.org/entity/Q30
São José dos Pinhais,307530,BR,http://www.wikidata.org/entity/Q155
Suzano,307429,BR,http://www.wikidata.org/entity/Q155
Cirebon,307319,ID,http://www.wikidata.org/entity/Q252
Pekalongan,307150,ID,http://www.wikidata.org/entity/Q252
Hisar,307024,IN,http://www.wikidata.org/entity/Q668
Montes Claros,306947,BR,http://www.wikidata.org/entity/Q155
Vitória da Conquista,306866,BR,http://www.wikidata.org/entity/Q155
Taraz,306715,KZ,http://www.wikidata.org/entity/Q232
Betim,306675,BR,http://www.wikidata.org/entity/Q155
Mabalacat,306594,PH,http://www.wikidata.org/entity/Q928
Santarém,306480,BR,http://www.wikidata.org/entity/Q155
Kasugai,306449,JP,http://www.wikidata.org/entity/Q17
Puerto La Cruz,306261,VE,http://www.wikidata.org/entity/Q717
Limeira,306114,BR,http://www.wikidata.org/entity/Q155
Matadi,306053,CD,http://www.wikidata.org/entity/Q974
Parauapebas,305771,BR,http://www.wikidata.org/entity/Q155
Kaunas,305120,LT,http://www.wikidata.org/entity/Q37
Santarém,304589,BR,http://www.wikidata.org/entity/Q155
Kashan,304487,IR,http://www.wikidata.org/entity/Q794
Camaçari,304302,BR,http://www.wikidata.org/entity/Q155
Minna,304113,NG,http://www.wikidata.org/entity/Q1033
Limeira,303682,BR,http://www.wikidata.org/entity/Q155
Suzano,303397,BR,http://www.wikidata.org/entity/Q155
Augsburg,303150,DE,http://www.wikidata.org/entity/Q183
Akita,302984,JP,http://www.wikidata.org/entity/Q17
Pittsburgh,302971,US,http://www.wikidata.org/entity/Q30
Kurume,302858,JP,http://www.wikidata.org/entity/Q17
Zagazig,302840,EG,http://www.wikidata.org/entity/Q79
São José dos Pinhais,302759,BR,http://www.wikidata.org/entity/Q155
Palmas,302692,BR,http://www.wikidata.org/entity/Q155
Santarém,302667,BR,http://www.wikidata.org/entity/Q155
Uberaba,302623,BR,http://www.wikidata.org/entity/Q155
Londrina,301696,BR,http://www.wikidata.org/entity/Q155
Awka,301657,NG,http://www.wikidata.org/entity/Q1033
St. Louis,301578,US,http://www.wikidata.org/entity/Q30
San Bernardo,301313,CL,http://www.wikidata.org/entity/Q298
Limeira,301292,BR,http://www.wikidata.org/entity/Q155
Armenia,301226,CO,http://www.wikidata.org/entity/Q739
Limeira,300911,BR,http://www.wikidata.org/entity/Q155
Popayán,300837,CO,http://www.wikidata.org/entity/Q739
Kurgan,300763,RU,http://www.wikidata.org/entity/Q159
Limeira,300728,BR,http://www.wikidata.org/entity/Q155
Resistencia,300640,AR,http://www.wikidata.org/entity/Q414
Suzano,300559,BR,http://www.wikidata.org/entity/Q155
Camaçari,300372,BR,http://www.wikidata.org/entity/Q155
Newcastle upon Tyne,300196,GB,http://www.wikidata.org/entity/Q145
San Pablo,300166,PH,http://www.wikidata.org/entity/Q928
Hawaasa,300100,ET,http://www.wikidata.org/entity/Q115
Várzea Grande,300078,BR,http://www.wikidata.org/entity/Q155
Tagum,300042,PH,http://www.wikidata.org/entity/Q928
Ta'izz,300000,YE,http://www.wikidata.org/entity/Q805
Raqqa,299824,SY,http://www.wikidata.org/entity/Q858
Valladolid,299816,MX,http://www.wikidata.org/entity/Q96
Chakwal,299751,PK,http://www.wikidata.org/entity/Q843
Akashi,299699,JP,http://www.wikidata.org/entity/Q17
Afyonkarahisar,299673,TR,http://www.wikidata.org/entity/Q43
Santarém,299419,BR,http://www.wikidata.org/entity/Q155
Uberaba,299360,BR,http://www.wikidata.org/entity/Q155
Kabwe,299206,ZM,http://www.wikidata.org/entity/Q953
Camaçari,299132,BR,http://www.wikidata.org/entity/Q155
Bahía Blanca,299101,AR,http://www.wikidata.org/entity/Q414
Greensboro,299035,US,http://www.wikidata.org/entity/Q30
Bahía Blanca,299000,AR,http://www.wikidata.org/entity/Q414
Parauapebas,298854,BR,http://www.wikidata.org/entity/Q155
Limeira,298701,BR,http://www.wikidata.org/entity/Q155
Yanbu,298675,SA,http://www.wikidata.org/entity/Q851
Resistencia,298611,AR,http://www.wikidata.org/entity/Q414
Caruaru,298501,BR,http://www.wikidata.org/entity/Q155
Pekalongan,298386,ID,http://www.wikidata.org/entity/Q252
Najran,298288,SA,http://www.wikidata.org/entity/Q851
Gatineau,298126,CA,http://www.wikidata.org/entity/Q16
Bahía Blanca,297900,AR,http://www.wikidata.org/entity/Q414
São José dos Pinhais,297895,BR,http://www.wikidata.org/entity/Q155
Ar Ramtha,297830,JO,http://www.wikidata.org/entity/Q810
Las Palmas de Gran Canaria,297682,ES,http://www.wikidata.org/entity/Q29
Suzano,297637,BR,http://www.wikidata.org/entity/Q155
Yangsan,297532,KR,http://www.wikidata.org/entity/Q884
Manama,297502,BH,http://www.wikidata.org/entity/Q398
Oruro,297497,BO,http://www.wikidata.org/entity/Q750
Espoo,297132,FI,http://www.wikidata.org/entity/Q33
Temara,297098,MA,http://www.wikidata.org/entity/Q1028
Santarém,297039,BR,http://www.wikidata.org/entity/Q155
Malabo,297000,GQ,http://www.wikidata.org/entity/Q983
Camaçari,296893,BR,http://www.wikidata.org/entity/Q155
Valparaíso,296655,CL,http://www.wikidata.org/entity/Q298
Limeira,296440,BR,http://www.wikidata.org/entity/Q155
Cirebon,296389,ID,http://www.wikidata.org/entity/Q252
Santarém,296302,BR,http://www.wikidata.org/entity/Q155
Uberaba,296261,BR,http://www.wikidata.org/entity/Q155
Cumilla,296010,BD,http://www.wikidata.org/entity/Q902
Uberaba,295988,BR,http://www.wikidata.org/entity/Q155
Sorong,295809,ID,http://www.wikidata.org/entity/Q252
São José,295658,BR,http://www.wikidata.org/entity/Q155
Atyrau,295496,KZ,http://www.wikidata.org/entity/Q232
Al-Kharj,295462,SA,http://www.wikidata.org/entity/Q851
Rufisque,295459,SN,http://www.wikidata.org/entity/Q1041
Durán,295211,EC,http://www.wikidata.org/entity/Q736
Las Condes,294838,CL,http://www.wikidata.org/entity/Q298
Suzano,294638,BR,http://www.wikidata.org/entity/Q155
Santarém,294580,BR,http://www.wikidata.org/entity/Q155
Divo,294559,CI,http://www.wikidata.org/entity/Q1008
Caruaru,294558,BR,http://www.wikidata.org/entity/Q155
Siliguri,294546,IN,http://www.wikidata.org/entity/Q668
Bailundo,294494,AO,http://www.wikidata.org/entity/Q916
Santarém,294447,BR,http://www.wikidata.org/entity/Q155
Rangpur,294265,BD,http://www.wikidata.org/entity/Q902
Masaka,294166,UG,http://www.wikidata.org/entity/Q1036
Limeira,294128,BR,http://www.wikidata.org/entity/Q155
Beni Suef,294125,EG,http://www.wikidata.org/entity/Q79
Strasbourg,293771,FR,http://www.wikidata.org/entity/Q142
Camaçari,293723,BR,http://www.wikidata.org/entity/Q155
Aizawl,293416,IN,http://www.wikidata.org/entity/Q668
Bally,293373,IN,http://www.wikidata.org/entity/Q668
Bradford,293277,GB,http://www.wikidata.org/entity/Q145
São José dos Pinhais,292934,BR,http://www.wikidata.org/entity/Q155
Graz,292630,AT,http://www.wikidata.org/entity/Q40
Santarém,292520,BR,http://www.wikidata.org/entity/Q155
Jersey City,292449,US,http://www.wikidata.org/entity/Q30
Valladolid city,292426,ES,http://www.wikidata.org/entity/Q29
Valladolid city,292417,ES,http://www.wikidata.org/entity/Q29
Uberaba,292377,BR,http://www.wikidata.org/entity/Q155
Gandhinagar,292167,IN,http://www.wikidata.org/entity/Q668
Camaçari,292074,BR,http://www.wikidata.org/entity/Q155
Limeira,291869,BR,http://www.wikidata.org/entity/Q155
Limeira,291748,BR,http://www.wikidata.org/entity/Q155
Grozny,291687,RU,http://www.wikidata.org/entity/Q159
Feira de Santana,291506,BR,http://www.wikidata.org/entity/Q155
Farrukhabad,291374,IN,http://www.wikidata.org/entity/Q668
Anchorage,291247,US,http://www.wikidata.org/entity/Q30
Bergen,291189,NO,http://www.wikidata.org/entity/Q20
Pelotas,291100,BR,http://www.wikidata.org/entity/Q155
Lincoln,291082,US,http://www.wikidata.org/entity/Q30
Gatineau,291041,CA,http://www.wikidata.org/entity/Q16
Marabá,290975,BR,http://www.wikidata.org/entity/Q155
Caxias do Sul,290925,BR,http://www.wikidata.org/entity/Q155
Suzano,290769,BR,http://www.wikidata.org/entity/Q155
Atyrau,290700,KZ,http://www.wikidata.org/entity/Q232
Batna,290645,DZ,http://www.wikidata.org/entity/Q262
Aarhus,290598,DK,http://www.wikidata.org/entity/Q35
Morioka,290553,JP,http://www.wikidata.org/entity/Q17
Santarém,290521,BR,http://www.wikidata.org/entity/Q155
Mbale City,290414,UG,http://www.wikidata.org/entity/Q1036
Białystok,290386,PL,http://www.wikidata.org/entity/Q36
Várzea Grande,290383,BR,http://www.wikidata.org/entity/Q155
Çorlu,290155,TR,http://www.wikidata.org/entity/Q43
Córdoba,290022,ES,http://www.wikidata.org/entity/Q29
Bata,290000,GQ,http://www.wikidata.org/entity/Q983
São José,289949,BR,http://www.wikidata.org/entity/Q155
Karimnagar,289821,IN,http://www.wikidata.org/entity/Q668
L'Hospitalet de Llobregat,289510,ES,http://www.wikidata.org/entity/Q29
Cotia,289493,BR,http://www.wikidata.org/entity/Q155
Mawlamyine,289388,MM,http://www.wikidata.org/entity/Q836
Eldoret,289380,KE,http://www.wikidata.org/entity/Q114
Nottingham,289301,GB,http://www.wikidata.org/entity/Q145
Neuquén,288896,AR,http://www.wikidata.org/entity/Q414
Massarah,288880,EG,http://www.wikidata.org/entity/Q79
Fergana,288850,UZ,http://www.wikidata.org/entity/Q265
Marabá,288513,BR,http://www.wikidata.org/entity/Q155
Santarém,288462,BR,http://www.wikidata.org/entity/Q155
Sétif,288461,DZ,http://www.wikidata.org/entity/Q262
Machala,288072,EC,http://www.wikidata.org/entity/Q736
Suzano,288056,BR,http://www.wikidata.org/entity/Q155
São José dos Pinhais,287792,BR,http://www.wikidata.org/entity/Q155
Franca,287737,BR,http://www.wikidata.org/entity/Q155
Marabá,287664,BR,http://www.wikidata.org/entity/Q155
Ichalkaranji,287570,IN,http://www.wikidata.org/entity/Q668
Punto Fijo,287558,VE,http://www.wikidata.org/entity/Q717
Várzea Grande,287526,BR,http://www.wikidata.org/entity/Q155
São José dos Campos,287513,BR,http://www.wikidata.org/entity/Q155
Pathein,287071,MM,http://www.wikidata.org/entity/Q836
Cotia,287004,BR,http://www.wikidata.org/entity/Q155
Camaçari,286919,BR,http://www.wikidata.org/entity/Q155
Chernihiv,286899,UA,http://www.wikidata.org/entity/Q212
Sincelejo,286716,CO,http://www.wikidata.org/entity/Q739
Cluj-Napoca,286598,RO,http://www.wikidata.org/entity/Q218
Songea,286285,TZ,http://www.wikidata.org/entity/Q924
Al-Fashir,286277,SD,http://www.wikidata.org/entity/Q1049
Tacna,286240,PE,http://www.wikidata.org/entity/Q419
Juazeiro do Norte,286120,BR,http://www.wikidata.org/entity/Q155
Yangju,285930,KR,http://www.wikidata.org/entity/Q884
San Cristóbal,285872,VE,http://www.wikidata.org/entity/Q717
Bathinda,285813,IN,http://www.wikidata.org/entity/Q668
Gunpo,285721,KR,http://www.wikidata.org/entity/Q884
Jalna,285577,IN,http://www.wikidata.org/entity/Q668
Gravataí,285564,BR,http://www.wikidata.org/entity/Q155
Wiesbaden,285522,DE,http://www.wikidata.org/entity/Q183
Plano,285494,US,http://www.wikidata.org/entity/Q30
Foz do Iguaçu,285415,BR,http://www.wikidata.org/entity/Q155
Bolton,285372,GB,http://www.wikidata.org/entity/Q145
Suzano,285280,BR,http://www.wikidata.org/entity/Q155
Yoshkar-Ola,285219,RU,http://www.wikidata.org/entity/Q159
Santa Maria,285159,BR,http://www.wikidata.org/entity/Q155
Várzea Grande,284971,BR,http://www.wikidata.org/entity/Q155
Pyongsong,284386,KP,http://www.wikidata.org/entity/Q423
Suzano,284356,BR,http://www.wikidata.org/entity/Q155
Ljubljana,284293,SI,http://www.wikidata.org/entity/Q215
Fukushima,284282,JP,http://www.wikidata.org/entity/Q17
M'Bour,284189,SN,http://www.wikidata.org/entity/Q1041
Bago,284179,MM,http://www.wikidata.org/entity/Q836
Delmas,284079,HT,http://www.wikidata.org/entity/Q790
Ibaraki,283835,JP,http://www.wikidata.org/entity/Q17
São José do Rio Preto,283761,BR,http://www.wikidata.org/entity/Q155
Santa Maria,283677,BR,http://www.wikidata.org/entity/Q155
Carapicuíba,283661,BR,http://www.wikidata.org/entity/Q155
Gravataí,283620,BR,http://www.wikidata.org/entity/Q155
Marabá,283542,BR,http://www.wikidata.org/entity/Q155
Durham,283506,US,http://www.wikidata.org/entity/Q30
Poltava,283402,UA,http://www.wikidata.org/entity/Q212
Nizhnevartovsk,283256,RU,http://www.wikidata.org/entity/Q159
Ostrava,283187,CZ,http://www.wikidata.org/entity/Q213
Satna,283004,IN,http://www.wikidata.org/entity/Q668
Haifa,282831,IL,http://www.wikidata.org/entity/Q801
Suzano,282441,BR,http://www.wikidata.org/entity/Q155
Temuco,282415,CL,http://www.wikidata.org/entity/Q298
Ica,282407,PE,http://www.wikidata.org/entity/Q419
Santa Maria,282395,BR,http://www.wikidata.org/entity/Q155
Santa Maria,282244,BR,http://www.wikidata.org/entity/Q155
Santa Maria,282123,BR,http://www.wikidata.org/entity/Q155
La Vega,282055,DO,http://www.wikidata.org/entity/Q786
Várzea Grande,282009,BR,http://www.wikidata.org/entity/Q155
Irvine,281707,US,http://www.wikidata.org/entity/Q30
Chuncheon,281596,KR,http://www.wikidata.org/entity/Q884
Limeira,281583,BR,http://www.wikidata.org/entity/Q155
Gravataí,281519,BR,http://www.wikidata.org/entity/Q155
Adapazarı,281489,TR,http://www.wikidata.org/entity/Q43
Camaçari,281413,BR,http://www.wikidata.org/entity/Q155
İnegöl,281384,TR,http://www.wikidata.org/entity/Q43
Santa Maria,280505,BR,http://www.wikidata.org/entity/Q155
Contagem,280470,BR,http://www.wikidata.org/entity/Q155
Q104125,280331,PH,http://www.wikidata.org/entity/Q928
Satna,280222,IN,http://www.wikidata.org/entity/Q668
Bukhara,280187,UZ,http://www.wikidata.org/entity/Q265
Limeira,280096,BR,http://www.wikidata.org/entity/Q155
Samsun,280000,TR,http://www.wikidata.org/entity/Q43
Volta Redonda,279971,BR,http://www.wikidata.org/entity/Q155
Sumbe,279968,AO,http://www.wikidata.org/entity/Q916
Mingora,279914,PK,http://www.wikidata.org/entity/Q843
Volta Redonda,279898,BR,http://www.wikidata.org/entity/Q155
Suzano,279520,BR,http://www.wikidata.org/entity/Q155
Gravataí,279398,BR,http://www.wikidata.org/entity/Q155
Suzano,279394,BR,http://www.wikidata.org/entity/Q155
Marabá,279349,BR,http://www.wikidata.org/entity/Q155
São José dos Pinhais,279297,BR,http://www.wikidata.org/entity/Q155
Petrozavodsk,279190,RU,http://www.wikidata.org/entity/Q159
Jinja,279184,UG,http://www.wikidata.org/entity/Q1036
Kherson,279131,UA,http://www.wikidata.org/entity/Q212
Espoo,279044,FI,http://www.wikidata.org/entity/Q33
Petrópolis,278881,BR,http://www.wikidata.org/entity/Q155
Limeira,278776,BR,http://www.wikidata.org/entity/Q155
Mamuju,278764,ID,http://www.wikidata.org/entity/Q252
Santa Maria,278445,BR,http://www.wikidata.org/entity/Q155
Barasat,278435,IN,http://www.wikidata.org/entity/Q668
Buffalo,278349,US,http://www.wikidata.org/entity/Q30
Limeira,278093,BR,http://www.wikidata.org/entity/Q155
Katowice,278090,PL,http://www.wikidata.org/entity/Q36
Pematangsiantar,278055,ID,http://www.wikidata.org/entity/Q252
Sunderland,277417,GB,http://www.wikidata.org/entity/Q145
Sterlitamak,277410,RU,http://www.wikidata.org/entity/Q159
Santa Maria,277309,BR,http://www.wikidata.org/entity/Q155
Brighton and Hove,277103,GB,http://www.wikidata.org/entity/Q145
Gagnoa,277044,CI,http://www.wikidata.org/entity/Q1008
Dire Dawa,277000,ET,http://www.wikidata.org/entity/Q115
Santarém,276665,BR,http://www.wikidata.org/entity/Q155
Embu das Artes,276535,BR,http://www.wikidata.org/entity/Q155
Juliaca,276110,PE,http://www.wikidata.org/entity/Q419
Santa Maria,276108,BR,http://www.wikidata.org/entity/Q155
Limeira,276022,BR,http://www.wikidata.org/entity/Q155
Posadas,275988,AR,http://www.wikidata.org/entity/Q414
Chandler,275987,US,http://www.wikidata.org/entity/Q30
Tegal,275789,ID,http://www.wikidata.org/entity/Q252
Camaçari,275575,BR,http://www.wikidata.org/entity/Q155
Gunpo,275571,KR,http://www.wikidata.org/entity/Q884
Santarém,275571,BR,http://www.wikidata.org/entity/Q155
Sarajevo,275524,BA,http://www.wikidata.org/entity/Q225
Chula Vista,275487,US,http://www.wikidata.org/entity/Q30
Kızıltepe,275460,TR,http://www.wikidata.org/entity/Q43
Gravataí,275430,BR,http://www.wikidata.org/entity/Q155
Mytishchi,275313,RU,http://www.wikidata.org/entity/Q159
Gravataí,275294,BR,http://www.wikidata.org/entity/Q155
Gunsan,275155,KR,http://www.wikidata.org/entity/Q884
Gravataí,275146,BR,http://www.wikidata.org/entity/Q155
Marabá,275086,BR,http://www.wikidata.org/entity/Q155
Volta Redonda,274925,BR,http://www.wikidata.org/entity/Q155
Qarshi,274891,UZ,http://www.wikidata.org/entity/Q265
Santa Maria,274838,BR,http://www.wikidata.org/entity/Q155
Espoo,274583,FI,http://www.wikidata.org/entity/Q33
Khmelnytskyi,274452,UA,http://www.wikidata.org/entity/Q212
Cotia,274413,BR,http://www.wikidata.org/entity/Q155
Várzea Grande,274013,BR,http://www.wikidata.org/entity/Q155
Volta Redonda,273988,BR,http://www.wikidata.org/entity/Q155
Ratlam,273892,IN,http://www.wikidata.org/entity/Q668
Yeosu,273761,KR,http://www.wikidata.org/entity/Q884
Gravataí,273742,BR,http://www.wikidata.org/entity/Q155
Ponta Grossa,273616,BR,http://www.wikidata.org/entity/Q155
Taboão da Serra,273542,BR,http://www.wikidata.org/entity/Q155
Santa Maria,273489,BR,http://www.wikidata.org/entity/Q155
Haeju,273300,KP,http://www.wikidata.org/entity/Q423
Tsu,273267,JP,http://www.wikidata.org/entity/Q17
São José dos Pinhais,273255,BR,http://www.wikidata.org/entity/Q155
Imperatriz,273110,BR,http://www.wikidata.org/entity/Q155
Volta Redonda,273012,BR,http://www.wikidata.org/entity/Q155
Soubré,272773,CI,http://www.wikidata.org/entity/Q1008
Ghent,272657,BE,http://www.wikidata.org/entity/Q31
São José dos Pinhais,272530,BR,http://www.wikidata.org/entity/Q155
Bandel,272302,IN,http://www.wikidata.org/entity/Q668
Gravataí,272257,BR,http://www.wikidata.org/entity/Q155
Volta Redonda,271998,BR,http://www.wikidata.org/entity/Q155
Deir ez-Zor,271800,SY,http://www.wikidata.org/entity/Q858
Santa Maria,271735,BR,http://www.wikidata.org/entity/Q155
Iași,271692,RO,http://www.wikidata.org/entity/Q218
Marabá,271594,BR,http://www.wikidata.org/entity/Q155
Várzea Grande,271339,BR,http://www.wikidata.org/entity/Q155
Kyzylorda,271309,KZ,http://www.wikidata.org/entity/Q232
Paraná,271304,AR,http://www.wikidata.org/entity/Q414
Southampton,271173,GB,http://www.wikidata.org/entity/Q145
Toledo,270871,US,http://www.wikidata.org/entity/Q30
Mito,270823,JP,http://www.wikidata.org/entity/Q17
Iksan,270758,KR,http://www.wikidata.org/entity/Q884
Gravataí,270689,BR,http://www.wikidata.org/entity/Q155
Tabou,270482,CI,http://www.wikidata.org/entity/Q1008
Mito,270445,JP,http://www.wikidata.org/entity/Q17
Gunpo,270443,KR,http://www.wikidata.org/entity/Q884
São José,270299,BR,http://www.wikidata.org/entity/Q155
Talcahuano,270000,CL,http://www.wikidata.org/entity/Q298
Madison,269840,US,http://www.wikidata.org/entity/Q30
Cherkasy,269836,UA,http://www.wikidata.org/entity/Q212
Malolos,269809,PH,http://www.wikidata.org/entity/Q928
Espoo,269802,FI,http://www.wikidata.org/entity/Q33
Çorum,269595,TR,http://www.wikidata.org/entity/Q43
Gravataí,269446,BR,http://www.wikidata.org/entity/Q155
Handwara,269311,IN,http://www.wikidata.org/entity/Q668
Binjai,269053,ID,http://www.wikidata.org/entity/Q252
Gravataí,269022,BR,http://www.wikidata.org/entity/Q155
Santa Maria,268969,BR,http://www.wikidata.org/entity/Q155
Mönchengladbach,268943,DE,http://www.wikidata.org/entity/Q183
São José dos Pinhais,268807,BR,http://www.wikidata.org/entity/Q155
Durg,268806,IN,http://www.wikidata.org/entity/Q668
Turbat,268625,PK,http://www.wikidata.org/entity/Q843
Várzea Grande,268594,BR,http://www.wikidata.org/entity/Q155
Brahmanbaria,268279,BD,http://www.wikidata.org/entity/Q902
Imphal,268243,IN,http://www.wikidata.org/entity/Q668
Ichihara,268038,JP,http://www.wikidata.org/entity/Q17
Bordeaux,267991,FR,http://www.wikidata.org/entity/Q142
Shibin Al Kawm,267945,EG,http://www.wikidata.org/entity/Q79
Plymouth,267918,GB,http://www.wikidata.org/entity/Q145
Parauapebas,267836,BR,http://www.wikidata.org/entity/Q155
Ruili,267638,CN,http://www.wikidata.org/entity/Q148
Suzano,267583,BR,http://www.wikidata.org/entity/Q155
Maradi,267249,NE,http://www.wikidata.org/entity/Q1032
Adıyaman,267131,TR,http://www.wikidata.org/entity/Q43
Latur,266955,IN,http://www.wikidata.org/entity/Q668
Marabá,266932,BR,http://www.wikidata.org/entity/Q155
Santa Maria,266822,BR,http://www.wikidata.org/entity/Q155
Kütahya,266784,TR,http://www.wikidata.org/entity/Q43
Saint-Marc,266642,HT,http://www.wikidata.org/entity/Q790
Governador Valadares,266561,BR,http://www.wikidata.org/entity/Q155
Marabá,266533,BR,http://www.wikidata.org/entity/Q155
Gravataí,266230,BR,http://www.wikidata.org/entity/Q155
Saskatoon,266141,CA,http://www.wikidata.org/entity/Q16
Sumaré,265955,BR,http://www.wikidata.org/entity/Q155
Gelsenkirchen,265885,DE,http://www.wikidata.org/entity/Q183
Nagaoka,265868,JP,http://www.wikidata.org/entity/Q17
Djelfa,265833,DZ,http://www.wikidata.org/entity/Q262
Várzea Grande,265775,BR,http://www.wikidata.org/entity/Q155
Sumy,265758,UA,http://www.wikidata.org/entity/Q212
Coro,265569,VE,http://www.wikidata.org/entity/Q717
Espoo,265543,FI,http://www.wikidata.org/entity/Q33
Chernivtsi,265471,UA,http://www.wikidata.org/entity/Q212
Suncheon,265390,KR,http://www.wikidata.org/entity/Q884
Volta Redonda,265201,BR,http://www.wikidata.org/entity/Q155
Gravataí,265074,BR,http://www.wikidata.org/entity/Q155
Suzano,265074,BR,http://www.wikidata.org/entity/Q155
Santarém,265062,BR,http://www.wikidata.org/entity/Q155
Antsirabe,265018,MG,http://www.wikidata.org/entity/Q1019
Imphal,264986,IN,http://www.wikidata.org/entity/Q668
Yao,264913,JP,http://www.wikidata.org/entity/Q17
Olongapo,264903,PH,http://www.wikidata.org/entity/Q928
Taunggyi,264804,MM,http://www.wikidata.org/entity/Q836
Gyeongsan,264754,KR,http://www.wikidata.org/entity/Q884
Dezful,264709,IR,http://www.wikidata.org/entity/Q794
Oruro,264683,BO,http://www.wikidata.org/entity/Q750
Mossoró,264577,BR,http://www.wikidata.org/entity/Q155
Formosa,264452,AR,http://www.wikidata.org/entity/Q414
Mbarara City,264425,UG,http://www.wikidata.org/entity/Q1036
Nishapur,264375,IR,http://www.wikidata.org/entity/Q794
Milton Keynes,264349,GB,http://www.wikidata.org/entity/Q145
São José dos Pinhais,264210,BR,http://www.wikidata.org/entity/Q155
Reno,264165,US,http://www.wikidata.org/entity/Q30
Dumai,264084,ID,http://www.wikidata.org/entity/Q252
Itajaí,264054,BR,http://www.wikidata.org/entity/Q155
Dourados,264017,BR,http://www.wikidata.org/entity/Q155
Fort Wayne,263886,US,http://www.wikidata.org/entity/Q30
Talisay,263832,PH,http://www.wikidata.org/entity/Q928
Taraz,263793,KZ,http://www.wikidata.org/entity/Q232
Rondonópolis,263708,BR,http://www.wikidata.org/entity/Q155
Constanța,263707,RO,http://www.wikidata.org/entity/Q218
Santa Maria,263662,BR,http://www.wikidata.org/entity/Q155
Volta Redonda,263659,BR,http://www.wikidata.org/entity/Q155
Jalalabad,263312,AF,http://www.wikidata.org/entity/Q889
Nawabshah,263102,PK,http://www.wikidata.org/entity/Q843
Fuchū,263093,JP,http://www.wikidata.org/entity/Q17
Berbera,263000,SO,http://www.wikidata.org/entity/Q1045
